Accession,Unigene,Gene,Ratio,ttest
NM_001025528,796312,zgc:114067,0.592273,4.18E-03
NM_001030203,566146,zgc:114109,0.79194,2.07E-05
NM_001030247,570332,zgc:114130,1.050821,2.26E-04
NM_001030257,570907,zgc:114135,1.392782,1.87E-07
NM_001033737,619255,zgc:114181,0.897341,2.02E-04
NM_001037407,641418,zgc:123008,0.838072,1.08E-02
NM_001037437,641500,zgc:123010,0.769767,1.79E-04
NM_001037670,553283,zgc:123047,0.650937,4.53E-05
NM_001007132,403118,zgc:123068,2.044847,1.15E-05
NM_001037120,641325,zgc:123103,1.230423,1.65E-04
NM_001037401,570159,zgc:123271,0.66495,9.83E-04
NM_001037565,641567,zgc:123282,0.68743,2.39E-02
NM_001037432,641492,zgc:123285,2.972803,1.38E-08
NM_001037677,557397,zgc:123327,1.236391,5.11E-04
NM_001037388,560778,zgc:123333,0.687623,6.64E-03
NM_001037114,641290,zgc:123336,0.616222,6.87E-06
NM_001040381,678636,zgc:136279,1.015805,2.12E-04
NM_001045269,692297,zgc:136359,1.65544,4.49E-06
NM_001045308,724003,zgc:136474,1.53946,1.36E-07
NM_001039835,664695,zgc:136605,1.347354,5.74E-06
NM_001040384,678639,zgc:136639,1.174824,4.41E-06
NM_001040325,557392,zgc:136778,2.002411,2.39E-05
NM_001040323,678565,zgc:136791,1.251297,2.22E-06
NM_001040245,678518,zgc:136827,0.690062,1.35E-03
NM_001045317,724012,zgc:136844,1.457331,5.86E-05
NM_001040302,678543,zgc:136858,2.182425,6.50E-08
NM_001040379,678634,zgc:136871,0.847479,3.72E-04
NM_001040246,678519,zgc:136889,0.710204,5.96E-04
NM_001039932,568096,zgc:136926,1.0044,4.73E-03
NM_001040390,678649,zgc:136929,0.851498,1.11E-04
NM_001039819,563946,zgc:136930,1.789003,1.52E-08
NM_001045311,724006,zgc:136939,0.997464,8.31E-03
NM_001045334,735249,zgc:136970,0.681955,7.23E-04
NM_001077798,777757,zgc:152720,5.639624,5.99E-09
AI957698,553349,zgc:152778,6.438774,3.33E-09
NM_001077560,562666,zgc:152873,1.457348,6.90E-06
NM_001077175,568910,zgc:152897,0.9159,4.03E-04
NM_001077722,777614,zgc:152898,0.65496,6.74E-04
NM_001077584,572245,zgc:152911,3.679337,5.57E-10
NM_001045418,751706,zgc:152916,1.272607,2.33E-03
NM_001077369,555601,zgc:152917,1.011191,1.51E-04
AW466634,100002391,zgc:152930,0.5939,1.35E-03
NM_001076754,767787,zgc:152945,2.180473,2.80E-08
NM_001080057,571919,zgc:152953,0.711881,3.17E-04
NM_001045367,751650,zgc:152970,3.609704,9.59E-12
NM_001080031,566811,zgc:152984,0.999196,4.28E-03
NM_001077734,777626,zgc:153012,1.030309,1.10E-04
NM_001076638,767700,zgc:153032,1.47807,1.13E-08
NM_001077334,768192,zgc:153035,0.809895,1.00E-02
NM_001077304,768161,zgc:153041,0.795193,5.58E-04
NM_001076740,767773,zgc:153061,0.946601,3.92E-05
NM_001077335,768193,zgc:153092,2.040703,4.94E-05
NM_001045423,751712,zgc:153116,1.132489,2.43E-04
NM_001077716,777608,zgc:153126,0.642011,2.70E-04
NM_001077274,768128,zgc:153129,2.032487,1.66E-09
NM_001076760,767793,zgc:153139,1.258313,6.80E-05
NM_001076766,767799,zgc:153169,0.736464,3.77E-04
NM_001076579,767638,zgc:153258,1.75922,9.24E-08
NM_001076668,767730,zgc:153310,5.038474,6.09E-12
NM_001077179,570761,zgc:153329,1.472761,1.64E-06
NM_001077296,768153,zgc:153351,1.025939,7.72E-06
NM_001077156,562076,zgc:153368,0.647018,1.50E-04
NM_001161497,751633,zgc:153408,1.13948,3.06E-07
NM_001077569,566033,zgc:153452,0.908036,2.06E-04
NM_001076756,767789,zgc:153477,0.971061,5.31E-07
NM_001077305,768162,zgc:153522,2.387124,8.03E-08
NM_001077325,768182,zgc:153607,0.587832,3.53E-02
NM_001045412,751700,zgc:153613,1.693714,4.78E-07
NM_001077294,768151,zgc:153628,1.834112,9.95E-08
NM_001077454,768289,zgc:153629,1.350806,2.22E-05
NM_001076723,767756,zgc:153634,0.634555,5.61E-04
AW420760,556601,zgc:153639,0.72695,1.01E-02
NM_001077463,768299,zgc:153665,4.43582,2.49E-11
NM_001077455,768291,zgc:153678,1.813359,1.22E-08
NM_001077295,768152,zgc:153687,0.738289,9.49E-04
NM_001076747,767780,zgc:153717,1.10878,6.73E-04
NM_001077318,768175,zgc:153764,0.777777,6.45E-04
NM_001077250,562009,zgc:153795,6.562799,1.93E-10
NM_001076650,767712,zgc:153847,2.163337,2.91E-09
NM_213638,337226,zgc:153867,0.761087,7.54E-03
NM_001077254,572011,zgc:153887,1.618783,3.63E-07
NM_001076743,767776,zgc:153924,1.007816,1.58E-03
NM_001077747,777640,zgc:153929,1.593554,6.03E-07
NM_001045846,558275,zgc:153966,0.965815,1.45E-04
NM_001080008,563581,zgc:153972,0.627031,2.35E-03
NM_001077547,558487,zgc:153973,0.646971,9.79E-05
NM_001077391,572469,zgc:153997,0.71377,1.28E-05
NM_001045006,563056,zgc:154014,0.600716,7.24E-05
NM_001077607,562007,zgc:154020,6.227961,1.17E-13
NM_001077757,777709,zgc:154029,0.760562,6.05E-05
NM_001077302,768159,zgc:154030,2.082045,4.49E-06
NM_001099448,564527,zgc:154036,0.652596,1.73E-04
NM_001079994,561840,zgc:154041,0.647676,1.00E-02
NM_001077282,768136,zgc:154043,1.320217,3.34E-05
NM_001077724,777616,zgc:154054,5.079377,1.70E-12
NM_001076564,559050,zgc:154065,1.029072,1.69E-02
NM_001077298,768155,zgc:154073,1.46827,7.56E-08
NM_001079964,556929,zgc:154075,0.790792,6.80E-04
NM_001045851,562232,zgc:154081,0.666858,1.06E-02
NM_001077769,777721,zgc:154085,1.551414,5.29E-05
NM_001077327,768184,zgc:154086,2.403344,1.02E-07
NM_001089437,793834,zgc:158138,0.612033,7.38E-06
NM_001079956,553293,zgc:158151,2.064781,1.64E-07
NM_001080580,562050,zgc:158225,3.60243,2.10E-10
NM_001080068,790922,zgc:158245,0.803536,2.11E-05
NM_001089519,100037367,zgc:158262,1.127011,2.26E-02
NM_001080082,790937,zgc:158299,0.977516,4.81E-05
NM_001080586,563073,zgc:158319,4.081922,4.33E-09
NM_001080038,568780,zgc:158343,2.016148,3.33E-09
NM_001082998,558921,zgc:158347,1.961217,9.02E-12
NM_001080993,569582,zgc:158350,0.675669,1.07E-03
NM_001080054,571403,zgc:158367,0.63428,9.18E-04
NM_001083826,558502,zgc:158381,0.612486,6.99E-05
NM_001080599,567144,zgc:158390,1.825284,7.90E-06
NM_001080084,790939,zgc:158403,0.916395,1.52E-03
NM_001080625,791143,zgc:158419,0.781,1.09E-04
NM_001080083,790938,zgc:158423,2.184567,1.12E-09
NM_001123011,568603,zgc:158426,0.73656,8.10E-04
NM_001080200,572435,zgc:158450,0.818506,8.63E-03
NM_001098396,100037361,zgc:158463,0.639719,1.27E-03
AF370883,386720,zgc:158494,5.86618,9.31E-10
NM_001099238,553264,zgc:158564,0.612455,1.67E-02
NM_001082996,325276,zgc:158569,0.605365,1.10E-02
NM_001083018,797289,zgc:158613,0.992498,6.73E-05
NM_001080578,561239,zgc:158649,0.780545,1.07E-04
NM_001080693,791211,zgc:158760,0.669948,6.08E-05
NM_001089547,100038767,zgc:158803,0.847494,2.92E-04
NM_001083023,100009654,zgc:158846,3.597268,2.36E-07
BC141785,565497,zgc:158852,0.613199,3.22E-03
NM_001083849,569044,zgc:161969,1.683822,8.64E-07
NM_001017358,100007702,zgc:162040,0.90602,1.52E-04
NM_001082921,797943,zgc:162126,0.673582,1.33E-02
NM_001083570,798009,zgc:162129,1.386758,6.48E-07
NM_001089327,323315,zgc:162193,1.880816,3.54E-08
NM_001083875,100000478,zgc:162268,1.43874,6.31E-04
NM_001082958,100005158,zgc:162286,1.049521,4.31E-04
BC134949,562365,zgc:162288,1.234729,1.29E-04
NM_001089460,100007897,zgc:162290,1.193813,1.21E-03
NM_001089543,560883,zgc:162319,1.138481,8.87E-05
NM_001126433,504061,zgc:162345,1.240276,1.87E-07
AF497969,572000,zgc:162502,2.92373,2.20E-11
NM_001089331,325751,zgc:162618,0.769052,2.85E-02
NM_001089384,560165,zgc:162698,0.913289,7.14E-05
NM_001089404,564559,zgc:162730,0.687444,3.90E-04
NM_001082894,794020,zgc:162919,0.709057,2.74E-06
NM_001089387,560569,zgc:162964,2.316989,4.13E-10
NM_001089408,565767,zgc:162969,1.458132,1.93E-06
NM_001089330,324123,zgc:162979,0.709286,2.48E-04
AW232790,569482,zgc:163000,0.694884,4.32E-06
NM_001089557,100038777,zgc:163022,2.216662,3.52E-10
NM_001083569,795946,zgc:163143,0.95074,8.02E-05
NM_001099260,100093707,zgc:165628,2.700028,6.65E-07
NM_001105119,566710,zgc:171318,1.00168,6.68E-05
NM_001114932,100141368,zgc:171432,0.674518,2.00E-04
NM_001113629,793035,zgc:171445,1.842991,4.56E-07
NM_001111173,563255,zgc:171517,1.753672,1.47E-08
NM_001114699,567632,zgc:171595,0.858532,4.91E-04
NM_001102637,100124611,zgc:171663,0.692844,6.72E-05
NM_001105106,558162,zgc:171674,0.619113,1.15E-03
NM_001105118,566684,zgc:171747,1.51781,1.01E-04
NM_001105696,100126016,zgc:171763,1.738941,5.58E-05
NM_001111167,562552,zgc:171775,4.130639,2.81E-08
NM_001114744,792456,zgc:171804,6.830861,1.70E-12
NM_001114908,100141343,zgc:171818,0.854811,2.28E-05
NM_001113645,100002635,zgc:171887,1.433921,2.37E-04
NM_001109708,560428,zgc:171978,1.871218,1.01E-06
NM_001123056,100144561,zgc:172124,0.702878,3.94E-04
NM_001111187,566376,zgc:172136,1.161783,9.25E-07
NM_001013272,550134,zgc:172187,0.819189,1.39E-04
NM_001113646,100002876,zgc:172210,4.250272,5.23E-10
NM_001128298,563236,zgc:173506,1.243257,4.25E-04
NM_001114478,100003631,zgc:173545,0.893069,5.50E-03
NM_001114421,560948,zgc:174160,1.683646,1.12E-07
NM_001114439,570656,zgc:174164,5.730038,3.92E-09
AI558578,100006353,zgc:174574,0.758495,5.76E-05
NM_001114885,324910,zgc:174881,2.373124,6.09E-07
NM_001111158,558728,zgc:174908,0.873992,9.77E-04
NM_001110407,796019,zgc:174935,4.575202,4.66E-12
NM_001113798,559776,zgc:175088,3.8683,1.11E-10
NM_001114581,100136863,zgc:175136,1.134244,5.00E-06
NM_001123053,100144557,zgc:175180,0.726845,1.32E-04
NM_001111218,795167,zgc:175209,0.747747,4.43E-04
NM_001114741,557286,zgc:175221,2.151837,2.55E-06
NM_001128796,798206,zgc:194551,1.331289,6.53E-08
NM_001128776,792915,zgc:194578,1.115412,1.60E-05
NM_001128778,793103,zgc:194678,0.692344,9.91E-05
NM_001128783,794093,zgc:194693,2.547325,2.23E-07
NM_001135129,556744,zgc:194768,0.975074,4.98E-06
BC056714,497596,zgc:194819,0.93312,2.98E-03
NM_001130770,557813,zgc:194930,5.684145,5.40E-10
NM_001083830,559844,zgc:198241,0.684439,2.16E-04
NM_001039804,325179,zgc:198309,1.4205,5.53E-08
NM_001113659,100006523,zgc:198419,0.836572,3.03E-04
NM_199546,321491,zgc:55292,0.992091,2.14E-04
NM_199804,327429,zgc:55318,0.735342,8.69E-04
NM_200252,393222,zgc:55343,0.586231,2.96E-06
NM_213490,406811,zgc:55461,0.640289,4.63E-04
NM_200157,393126,zgc:55468,2.077529,6.13E-10
NM_199719,325470,zgc:55512,1.292087,2.20E-06
NM_201113,394088,zgc:55557,0.888864,6.98E-04
NM_213456,406765,zgc:55572,0.704228,2.48E-03
NM_199901,334460,zgc:55582,1.48201,6.22E-07
NM_200169,393138,zgc:55634,0.82613,1.58E-04
NM_212585,321460,zgc:55671,3.088653,6.88E-10
NM_200176,393145,zgc:55815,2.391329,4.48E-09
NM_200235,393204,zgc:55856,1.22025,2.03E-08
NM_200959,393934,zgc:55886,0.801928,1.25E-03
NM_213069,406342,zgc:55891,1.000857,8.25E-05
NM_213249,406338,zgc:55941,0.769012,4.12E-06
NM_201176,394151,zgc:55970,0.608288,4.84E-04
NM_199833,327592,zgc:55983,0.704119,2.09E-04
NM_200239,393209,zgc:55995,0.86786,2.31E-05
NM_201081,394056,zgc:56010,0.691747,2.80E-04
NM_213048,406321,zgc:56062,0.917262,9.28E-05
NM_200190,393159,zgc:56072,0.816366,4.34E-06
NM_199816,327506,zgc:56085,0.762439,5.88E-06
NM_200195,393164,zgc:56112,1.143217,1.77E-05
NM_200196,393165,zgc:56116,1.013035,1.02E-05
NM_200249,393219,zgc:56186,2.194433,1.17E-05
NM_200224,393193,zgc:56292,1.569227,3.15E-08
NM_200034,336797,zgc:56419,0.65909,1.20E-03
NM_200277,393247,zgc:56429,3.273402,8.39E-08
NM_200264,393234,zgc:56466,1.024451,2.46E-08
NM_200295,393265,zgc:56513,2.204728,2.34E-05
NM_213427,406736,zgc:56518,1.438577,4.95E-07
NM_200279,393249,zgc:56525,1.254794,4.30E-06
NM_200268,792225,zgc:56530,0.71324,4.65E-07
NM_200298,393268,zgc:56565,0.735084,2.32E-03
NM_200274,393244,zgc:56706,2.734885,1.16E-05
NM_200629,393602,zgc:63489,4.090178,6.23E-12
NM_213506,406827,zgc:63491,0.983056,3.47E-05
NM_201133,394108,zgc:63495,2.890444,5.22E-10
BC063743,393849,zgc:63504,4.714786,1.40E-09
NM_001099978,555053,zgc:63514,2.585341,9.13E-11
NM_200123,386994,zgc:63565,1.118982,3.27E-05
NM_200123,386994,zgc:63565,1.621354,2.01E-08
NM_201169,394144,zgc:63566,0.611522,1.21E-03
NM_198871,321056,zgc:63569,1.047974,8.42E-06
NM_200459,393431,zgc:63587,1.204657,3.42E-03
NM_001077797,777756,zgc:63593,0.705653,1.74E-04
NM_200672,393645,zgc:63599,3.870115,3.60E-10
NM_201034,394009,zgc:63600,1.79329,7.82E-07
BC160661,393436,zgc:63611,0.803737,3.84E-05
NM_200396,393367,zgc:63634,0.641876,6.31E-03
NM_200476,393448,zgc:63658,0.913039,8.45E-05
NM_200400,393371,zgc:63689,1.272943,5.34E-04
NM_200957,393932,zgc:63767,0.58627,3.53E-02
NM_200402,393373,zgc:63882,0.742405,1.49E-04
NM_201137,394112,zgc:63907,2.647012,2.01E-08
NM_200686,393659,zgc:63910,0.921812,3.32E-05
NM_199748,326808,zgc:63962,1.51625,3.67E-07
NM_200636,393609,zgc:64042,5.764707,3.47E-13
NM_200408,393380,zgc:64085,3.868764,4.40E-10
NM_213136,791453,zgc:64115,1.805926,5.89E-06
NM_213131,406405,zgc:64133,1.149161,5.16E-06
NM_200049,561817,zgc:64155,0.981841,3.99E-08
NM_213126,791742,zgc:64161,1.539487,6.58E-06
NM_200421,393393,zgc:64213,0.747468,1.07E-03
NM_200552,393524,zgc:65811,1.001459,1.07E-02
NM_200676,393649,zgc:66030,1.051298,2.09E-05
NM_200556,393528,zgc:66080,0.848168,1.25E-04
NM_200559,792319,zgc:66109,0.883717,3.52E-04
NM_200495,393467,zgc:66127,0.591909,4.99E-03
NM_200515,393487,zgc:66285,1.14408,4.15E-05
NM_200516,393488,zgc:66286,2.699737,5.93E-07
NM_200428,393400,zgc:66313,1.622352,1.70E-03
NM_200112,386792,zgc:66317,5.393864,2.43E-10
NM_200529,393501,zgc:66450,2.020805,1.65E-06
NM_199814,327497,zgc:66473,1.254663,8.36E-08
NM_199825,327554,zgc:66483,1.602532,6.48E-09
NM_200431,393403,zgc:66488,1.51169,5.93E-05
NM_200695,393668,zgc:73056,1.836876,3.83E-09
NM_213042,406315,zgc:73061,1.004782,5.35E-05
NM_200825,572207,zgc:73075,1.158143,1.48E-04
NM_200009,336334,zgc:73138,0.788759,2.08E-02
NM_200829,393802,zgc:73155,1.120328,6.21E-05
NM_199538,321203,zgc:73187,0.674538,9.29E-03
NM_199637,323326,zgc:73225,0.981793,2.06E-04
NM_205570,402792,zgc:73226,3.046753,1.57E-10
NM_200769,393742,zgc:73269,0.83292,1.71E-03
NM_213028,406301,zgc:73293,1.102879,6.82E-06
NM_200789,393762,zgc:73324,1.693318,3.97E-08
NM_199686,324551,zgc:73328,0.694087,5.51E-04
NM_200794,393767,zgc:73336,1.408662,5.64E-05
NM_200837,393810,zgc:73359,0.619653,3.86E-03
NM_212880,405816,zgc:76887,0.918669,7.16E-06
NM_214705,334166,zgc:77057,0.957956,3.67E-04
NM_212686,324710,zgc:77101,1.059947,4.53E-05
NM_001001825,792197,zgc:77123,1.562706,5.07E-05
NM_205646,402943,zgc:77147,1.273934,5.39E-06
NM_001001823,402828,zgc:77174,0.873099,4.42E-04
NM_213285,406690,zgc:77183,0.966491,9.85E-07
NM_214745,406800,zgc:77202,0.837632,1.66E-05
NM_205559,327566,zgc:77292,2.776579,2.25E-11
NM_205632,402928,zgc:77358,1.09841,1.15E-05
NM_205759,402965,zgc:77395,2.887147,6.53E-08
NM_213266,406550,zgc:77407,0.919591,3.39E-03
NM_212908,405844,zgc:77466,1.203329,6.05E-06
NM_213328,406633,zgc:77495,2.925998,2.28E-08
NM_001001948,335750,zgc:77551,0.910685,8.70E-05
NM_212734,335176,zgc:77556,0.75628,1.44E-05
NM_199993,336063,zgc:77665,0.613872,8.82E-03
NM_205602,402894,zgc:77713,2.122547,1.39E-08
NM_199544,321465,zgc:77714,0.681761,1.25E-04
NM_200888,393862,zgc:77752,1.066679,2.62E-07
NM_205661,402960,zgc:77817,0.976007,1.03E-05
NM_213196,406477,zgc:77836,3.226045,3.79E-11
NM_213165,406444,zgc:85678,1.164636,3.32E-05
NM_212918,405854,zgc:85683,0.738065,2.39E-04
NM_214815,407984,zgc:85716,0.680534,1.26E-04
NM_214813,407982,zgc:85722,1.090982,2.28E-04
NM_212788,338247,zgc:85763,1.782196,1.47E-06
NM_213183,406462,zgc:85772,0.952569,1.50E-05
NM_212936,405872,zgc:85889,1.557691,7.13E-04
NM_212931,405867,zgc:85909,0.588733,7.34E-03
NM_214812,407981,zgc:85963,0.979289,9.38E-04
AF321830,494166,zgc:86586,4.79684,9.21E-09
NM_001002163,415253,zgc:86599,0.624676,8.40E-05
NM_001002068,415158,zgc:86706,0.643834,3.98E-03
NM_001002066,570210,zgc:86709,0.859173,1.41E-05
NM_001002133,415223,zgc:86757,1.217024,2.53E-04
NM_001002681,436954,zgc:86841,0.786672,3.12E-02
NM_001002680,436953,zgc:86870,1.840534,1.48E-06
NM_001002100,415190,zgc:86896,3.335853,1.06E-10
NM_001002092,415182,zgc:86915,1.840049,9.87E-08
AF321829,407623,zgc:91787,3.050586,8.41E-11
NM_001002201,431748,zgc:91835,4.487754,2.15E-10
NM_001002688,436961,zgc:91847,2.244619,6.53E-08
NM_001002190,431737,zgc:91870,0.807291,1.16E-05
NM_001004542,447803,zgc:91887,0.59755,1.76E-03
NM_001002182,431729,zgc:91890,0.70403,1.27E-03
NM_001002179,431726,zgc:91908,2.88181,1.52E-09
NM_001002177,431724,zgc:91911,2.184293,5.64E-06
NM_001003510,445116,zgc:91936,1.889921,1.01E-07
NM_001002171,431718,zgc:91942,1.888573,1.62E-08
NM_001002664,436937,zgc:91960,7.13914,1.38E-10
NM_001007325,492359,zgc:91976,0.756197,3.72E-03
NM_001003499,445105,zgc:91985,1.682736,5.00E-09
NM_001003988,445480,zgc:91996,1.692459,1.92E-06
NM_001002221,431768,zgc:92018,0.741748,1.66E-04
NM_001005585,449543,zgc:92027,0.652201,1.62E-03
NM_001002392,436665,zgc:92035,0.897987,5.48E-06
NM_001002391,436664,zgc:92040,1.236213,5.85E-09
NM_001003737,445282,zgc:92041,0.674205,2.47E-03
NM_001002383,436656,zgc:92061,4.60082,4.62E-10
NM_001002378,436651,zgc:92066,2.46691,7.87E-09
NM_001007295,492329,zgc:92107,0.603025,1.04E-02
NM_001007321,492355,zgc:92116,0.900722,1.10E-04
NM_001004593,447854,zgc:92140,1.488629,7.33E-07
NM_001004556,447817,zgc:92161,1.637716,8.42E-08
NM_001004584,447845,zgc:92231,2.582718,9.91E-10
NM_001002626,436899,zgc:92242,1.882903,2.11E-07
NM_001002624,436897,zgc:92247,0.880298,1.92E-02
NM_001002621,436894,zgc:92254,1.506026,3.75E-04
NM_001002606,436879,zgc:92287,0.764857,2.99E-02
NM_001002596,436869,zgc:92313,4.496436,9.14E-10
NM_001002192,431739,zgc:92407,2.662831,7.69E-11
NM_001002175,431722,zgc:92432,1.33334,6.50E-04
NM_001004606,447867,zgc:92470,1.22887,2.72E-06
NM_001004604,447865,zgc:92481,1.364185,1.66E-07
NM_001002381,436654,zgc:92489,2.220942,6.05E-07
NM_001002373,436646,zgc:92501,0.826751,1.00E-04
NM_001002364,436637,zgc:92512,1.290307,2.77E-05
NM_001003445,445051,zgc:92533,4.090602,5.08E-10
NM_001003442,445048,zgc:92542,0.617271,5.46E-03
NM_001002705,436978,zgc:92610,0.88239,1.03E-05
NM_001002695,436968,zgc:92631,1.129785,1.11E-04
NM_001002420,436693,zgc:92666,0.701307,1.73E-03
NM_001012315,436849,zgc:92739,0.999313,8.21E-07
NM_001002566,436839,zgc:92757,0.625343,1.76E-02
NM_001002560,436833,zgc:92763,1.180541,1.87E-04
NM_001002548,436821,zgc:92784,0.829457,3.40E-03
NM_001007303,100149572,zgc:92804,0.739596,3.61E-03
NM_001004568,447829,zgc:92806,0.728339,3.88E-05
NM_001002493,436766,zgc:92851,0.865313,1.79E-05
NM_001002465,436738,zgc:92895,0.895573,3.41E-06
NM_001002461,436734,zgc:92903,0.734741,4.59E-05
NM_001007052,449650,zgc:92915,1.827671,1.45E-06
NM_205727,403041,zic5,0.944667,4.98E-04
NM_001113339,561061,zmiz1,1.082579,4.71E-06
NM_199892,334380,zmpste24,1.219773,1.56E-03
AI601462,570149,zmym2,0.71043,7.88E-05
AW171182,553781,zmynd11,0.995444,1.28E-07
NM_200430,393402,znf277,0.968004,5.49E-04
NM_001082841,571228,znf326,1.731099,6.92E-07
AW279740,336030,znf385a,3.47052,4.24E-09
AJ002113,30487,znf6,2.071061,1.27E-09
AF222996,114429,znf703,0.749772,1.06E-05
NM_131330,30593,zp2,0.703847,1.14E-04
NM_131696,64692,zp3b,2.111793,3.55E-04
XM_680521,563179,zp3c,0.654727,6.36E-05
AL924106,566682,zzef1,0.923737,1.30E-04
,,,,
,,,,
,,,,
,,,,
ESTs,,,,
,,,,
Accession,number,Ratio,ttest,
AA495103,0.770473,3.90E-03,,
AA495267,1.050043,1.16E-03,,
AA497238,3.875591,3.20E-05,,
AA497265,0.611843,4.22E-03,,
AA542525,1.34443,4.81E-06,,
AA566254,0.631508,2.60E-03,,
AA566485,0.741148,3.69E-04,,
AA605863,2.126301,3.14E-07,,
AA658586,1.572386,1.56E-04,,
AB055670,1.119808,5.90E-03,,
AF160696,0.633974,2.01E-04,,
AF164771,0.604082,3.74E-03,,
AF509629,0.756041,5.77E-04,,
AF533659,2.544345,3.30E-07,,
AI105923,1.716681,1.41E-04,,
AI106301,1.51522,6.46E-05,,
AI106316,1.993961,2.86E-07,,
AI106329,2.084258,1.56E-07,,
AI204734,0.808894,3.14E-05,,
AI204794,3.009728,6.26E-09,,
AI330404,3.552719,5.51E-09,,
AI330547,1.816396,2.84E-06,,
AI330863,3.287438,2.11E-09,,
AI330949,0.808831,3.33E-04,,
AI331731,0.963444,2.33E-06,,
AI332165,0.865267,6.35E-06,,
AI353299,1.17643,3.13E-05,,
AI353437,0.951062,3.32E-05,,
AI353464,0.955594,7.26E-05,,
AI384352,2.772672,9.63E-06,,
AI384392,1.00002,9.82E-04,,
AI384655,1.366468,4.66E-05,,
AI384885,3.004185,2.13E-06,,
AI384940,2.648892,1.54E-05,,
AI384948,0.620523,3.79E-03,,
AI385006,1.229869,1.50E-04,,
AI396671,1.096582,4.67E-05,,
AI396686,3.574618,2.20E-11,,
AI396827,4.467152,7.26E-10,,
AI397120,0.767003,6.29E-08,,
AI397334,1.069069,1.59E-06,,
AI397370,1.244366,4.85E-05,,
AI397375,2.242831,2.88E-07,,
AI397380,0.870944,2.58E-03,,
AI397408,1.088759,4.26E-05,,
AI415841,0.742564,9.46E-03,,
AI416034,1.52919,1.64E-06,,
AI416215,0.926477,1.30E-03,,
AI416336,0.913098,3.42E-03,,
AI437428,0.793473,7.61E-03,,
AI444530,1.00901,3.18E-06,,
AI477221,0.874634,4.82E-05,,
AI544644,1.71717,1.15E-07,,
AI544688,0.770516,2.12E-03,,
AI544970,1.383988,6.59E-07,,
AI545111,0.914244,2.21E-06,,
AI545173,1.19597,6.62E-04,,
AI545277,4.258415,4.09E-10,,
AI545292,0.711788,4.59E-05,,
AI545296,1.007319,4.82E-04,,
AI545455,2.082657,2.77E-08,,
AI545493,5.163097,1.90E-12,,
AI558471,2.411636,9.43E-06,,
AI558519,0.695683,1.38E-05,,
AI558566,1.388482,3.83E-08,,
AI584342,0.864309,3.78E-05,,
AI584352,4.43352,8.41E-11,,
AI584552,0.769017,4.46E-04,,
AI584590,0.81367,4.44E-05,,
AI584734,1.016503,6.45E-05,,
AI584950,0.588688,4.04E-04,,
AI585142,1.432513,9.97E-05,,
AI588182,1.273834,2.09E-05,,
AI588283,0.949048,4.61E-06,,
AI588285,0.824461,2.34E-04,,
AI588304,0.745074,8.33E-04,,
AI588316,0.842598,2.36E-05,,
AI601325,1.303973,4.65E-06,,
AI601363,1.012262,4.42E-04,,
AI601369,0.730285,2.90E-03,,
AI601567,0.981558,2.30E-05,,
AI601576,1.987088,1.60E-06,,
AI601589,1.074628,7.95E-06,,
AI601693,0.885763,2.43E-03,,
AI601744,0.764449,1.08E-04,,
AI601758,0.844531,1.87E-03,,
AI601825,2.378177,2.25E-08,,
AI601866,1.690879,2.32E-05,,
AI617585,0.749019,7.11E-03,,
AI626282,1.689009,3.39E-06,,
AI626355,1.233794,9.50E-04,,
AI626603,0.939748,5.93E-04,,
AI626628,4.009487,4.92E-05,,
AI626822,1.043323,8.12E-06,,
AI629057,2.296946,1.84E-05,,
AI629143,0.691082,1.96E-02,,
AI641075,1.048453,9.40E-04,,
AI641100,0.64801,2.68E-04,,
AI641118,0.957107,3.37E-03,,
AI641158,2.104604,2.60E-09,,
AI641381,0.89815,2.18E-03,,
AI641396,1.126553,8.77E-05,,
AI641406,1.190421,1.85E-03,,
AI641435,1.414696,6.23E-06,,
AI641523,1.26496,4.11E-03,,
AI641758,0.813368,1.29E-02,,
AI657561,2.61547,2.78E-06,,
AI657806,2.811478,5.64E-09,,
AI658284,0.851117,7.57E-03,,
AI666887,0.605281,1.98E-02,,
AI666960,0.923502,5.88E-03,,
AI667136,1.0685,2.64E-06,,
AI667187,1.354438,3.19E-06,,
AI667386,0.887558,6.04E-06,,
AI667409,0.794683,8.15E-04,,
AI667510,2.133671,4.16E-06,,
AI667564,0.724381,3.58E-04,,
AI721320,0.881182,6.79E-03,,
AI721526,0.929164,9.16E-06,,
AI721533,0.727648,6.54E-04,,
AI721918,0.630928,2.74E-03,,
AI721937,1.647714,3.11E-08,,
AI721956,1.253473,1.30E-04,,
AI722338,1.015642,1.01E-02,,
AI722369,3.14541,1.62E-07,,
AI722443,2.464018,1.16E-06,,
AI722627,1.223677,9.04E-08,,
AI793429,0.819908,5.33E-04,,
AI793465,0.761982,1.58E-03,,
AI793521,0.849597,7.92E-04,,
AI793532,1.841025,3.34E-03,,
AI793597,1.731697,5.27E-06,,
AI793630,1.522644,2.77E-06,,
AI793671,0.636174,3.80E-03,,
AI793677,0.615686,5.61E-03,,
AI793706,1.50282,4.34E-09,,
AI793750,0.6794,3.46E-03,,
AI794113,0.738337,3.64E-02,,
AI794242,1.115801,2.32E-05,,
AI794330,1.625911,7.45E-05,,
AI794408,1.155971,2.33E-04,,
AI878433,0.937158,4.86E-05,,
AI878760,1.115262,3.21E-05,,
